lat lon depth(km) vs(km/s) vp(km/s) den(g/cm^2)
33.300000 -120.747200 71.000000 4.670700 8.033061 3.302786 
33.300000 -120.747200 72.000000 4.687800 8.058422 3.311866 
33.300000 -120.747200 73.000000 4.703900 8.083103 3.320737 
33.300000 -120.747200 74.000000 4.719500 8.106251 3.329090 
33.300000 -120.747200 75.000000 4.734400 8.128379 3.337104 
33.300000 -120.747200 76.000000 4.748900 8.149314 3.344712 
33.300000 -120.747200 77.000000 4.762500 8.169229 3.351973 
33.300000 -120.747200 78.000000 4.775500 8.187782 3.358757 
33.300000 -120.747200 79.000000 4.787800 8.205313 3.365186 
33.300000 -120.747200 80.000000 4.799500 8.221654 3.371193 
33.300000 -120.747200 81.000000 4.810400 8.236973 3.376839 
33.300000 -120.747200 82.000000 4.820700 8.250589 3.381868 
33.300000 -120.747200 83.000000 4.830300 8.263525 3.386655 
33.300000 -120.747200 84.000000 4.839300 8.275270 3.391010 
33.300000 -120.747200 85.000000 4.847300 8.285482 3.394802 
33.300000 -120.747200 86.000000 4.854900 8.295014 3.398347 
33.300000 -120.747200 87.000000 4.861800 8.302674 3.401200 
33.300000 -120.747200 88.000000 4.867800 8.309652 3.403801 
33.300000 -120.747200 89.000000 4.873400 8.315439 3.405961 
33.300000 -120.747200 90.000000 4.877900 8.320035 3.407677 
33.300000 -120.747200 91.000000 4.882000 8.323439 3.408949 
33.300000 -120.747200 92.000000 4.885400 8.325652 3.409776 
33.300000 -120.747200 93.000000 4.888100 8.326843 3.410221 
33.300000 -120.747200 94.000000 4.890100 8.326843 3.410221 
33.300000 -120.747200 95.000000 4.891400 8.325482 3.409712 
33.300000 -120.747200 96.000000 4.892100 8.323269 3.408885 
33.300000 -120.747200 97.000000 4.892100 8.320035 3.407677 
33.300000 -120.747200 98.000000 4.891300 8.315439 3.405961 
33.300000 -120.747200 99.000000 4.890000 8.309822 3.403865 
33.300000 -120.747200 100.000000 4.888100 8.303184 3.401390 
33.600000 -120.747200 0.000000 0.000000 1.500000 1.290000 
33.600000 -120.747200 1.000000 0.000000 4.415247 2.450496 
33.600000 -120.747200 2.000000 2.594000 4.437204 2.453518 
33.600000 -120.747200 3.000000 2.606900 4.517033 2.464557 
33.600000 -120.747200 4.000000 2.653800 4.655584 2.483991 
33.600000 -120.747200 5.000000 2.735200 4.828177 2.508904 
33.600000 -120.747200 6.000000 2.836600 5.014897 2.537048 
33.600000 -120.747200 7.000000 2.946300 5.204681 2.567240 
33.600000 -120.747200 8.000000 3.057800 5.392083 2.598898 
33.600000 -120.747200 9.000000 3.167900 5.574718 2.631731 
33.600000 -120.747200 10.000000 3.275200 5.751907 2.665616 
33.600000 -120.747200 11.000000 3.379300 5.921265 2.699990 
33.600000 -120.747200 12.000000 3.478800 6.080922 2.734248 
33.600000 -120.747200 13.000000 3.572600 6.228665 2.767597 
33.600000 -120.747200 14.000000 3.659400 6.363471 2.799431 
33.600000 -120.747200 15.000000 3.738600 6.483980 2.829035 
33.600000 -120.747200 16.000000 3.809400 6.590191 2.856026 
33.600000 -120.747200 17.000000 3.871800 6.682615 2.880200 
33.600000 -120.747200 18.000000 3.926100 6.762103 2.901501 
33.600000 -120.747200 19.000000 3.972800 6.829846 2.920024 
33.600000 -120.747200 20.000000 4.012600 6.887718 2.936117 
33.600000 -120.747200 21.000000 4.046600 6.937589 2.950183 
33.600000 -120.747200 22.000000 4.075900 6.981504 2.962720 
33.600000 -120.747200 23.000000 4.101700 7.020311 2.973915 
33.600000 -120.747200 24.000000 4.124500 7.056226 2.984374 
33.600000 -120.747200 25.000000 4.145600 7.090608 2.994474 
33.600000 -120.747200 26.000000 4.165800 7.123969 3.004355 
33.600000 -120.747200 27.000000 4.185400 7.157330 3.014316 
33.600000 -120.747200 28.000000 4.205000 7.190862 3.024407 
33.600000 -120.747200 29.000000 4.224700 7.225755 3.034993 
33.600000 -120.747200 30.000000 4.245200 7.260988 3.045770 
33.600000 -120.747200 31.000000 4.265900 7.297584 3.057055 
33.600000 -120.747200 32.000000 4.287400 7.334519 3.068541 
33.600000 -120.747200 33.000000 4.309100 7.372306 3.080388 
33.600000 -120.747200 34.000000 4.331300 7.410603 3.092496 
33.600000 -120.747200 35.000000 4.353800 7.448390 3.104541 
33.600000 -120.747200 36.000000 4.376000 7.486176 3.116682 
33.600000 -120.747200 37.000000 4.398200 7.523282 3.128699 
33.600000 -120.747200 38.000000 4.420000 7.559877 3.140640 
33.600000 -120.747200 39.000000 4.441500 7.595451 3.152334 
33.600000 -120.747200 40.000000 4.462400 7.629663 3.163658 
33.600000 -120.747200 41.000000 4.482500 7.662344 3.174546 
33.600000 -120.747200 42.000000 4.501700 7.693662 3.185046 
33.600000 -120.747200 43.000000 4.520100 7.723449 3.195091 
33.600000 -120.747200 44.000000 4.537600 7.751704 3.204672 
33.600000 -120.747200 45.000000 4.554200 7.777746 3.213548 
33.600000 -120.747200 46.000000 4.569500 7.802597 3.222057 
33.600000 -120.747200 47.000000 4.584100 7.825235 3.229842 
33.600000 -120.747200 48.000000 4.597400 7.846341 3.237130 
33.600000 -120.747200 49.000000 4.609800 7.866085 3.243972 
33.600000 -120.747200 50.000000 4.621400 7.883617 3.250067 
33.600000 -120.747200 51.000000 4.631700 7.900297 3.255885 
33.600000 -120.747200 52.000000 4.641500 7.915105 3.261063 
33.600000 -120.747200 53.000000 4.650200 7.928552 3.265777 
33.600000 -120.747200 54.000000 4.658100 7.941148 3.270203 
33.600000 -120.747200 55.000000 4.665500 7.952211 3.274098 
33.600000 -120.747200 56.000000 4.672000 7.962424 3.277700 
33.600000 -120.747200 57.000000 4.678000 7.971445 3.280887 
33.600000 -120.747200 58.000000 4.683300 7.979785 3.283838 
33.600000 -120.747200 59.000000 4.688200 7.987104 3.286431 
33.600000 -120.747200 60.000000 4.692500 7.993913 3.288846 
33.600000 -120.747200 61.000000 4.696500 7.999870 3.290962 
33.600000 -120.747200 62.000000 4.700000 8.005317 3.292898 
33.600000 -120.747200 63.000000 4.703200 8.010253 3.294654 
33.600000 -120.747200 64.000000 4.706100 8.015189 3.296411 
33.600000 -120.747200 65.000000 4.709000 8.019274 3.297867 
33.600000 -120.747200 66.000000 4.711400 8.023529 3.299384 
33.600000 -120.747200 67.000000 4.713900 8.026933 3.300598 
33.600000 -120.747200 68.000000 4.715900 8.030848 3.301996 
33.600000 -120.747200 69.000000 4.718200 8.034082 3.303151 
33.600000 -120.747200 70.000000 4.720100 8.037316 3.304307 
33.600000 -120.747200 71.000000 4.722000 8.040550 3.305464 
33.600000 -120.747200 72.000000 4.723900 8.043784 3.306621 
33.600000 -120.747200 73.000000 4.725800 8.046848 3.307717 
33.600000 -120.747200 74.000000 4.727600 8.050252 3.308937 
33.600000 -120.747200 75.000000 4.729600 8.053146 3.309973 
33.600000 -120.747200 76.000000 4.731300 8.056210 3.311072 
33.600000 -120.747200 77.000000 4.733100 8.059273 3.312171 
33.600000 -120.747200 78.000000 4.734900 8.062677 3.313393 
33.600000 -120.747200 79.000000 4.736900 8.066082 3.314615 
33.600000 -120.747200 80.000000 4.738900 8.069145 3.315716 
33.600000 -120.747200 81.000000 4.740700 8.072550 3.316939 
33.600000 -120.747200 82.000000 4.742700 8.075784 3.318103 
33.600000 -120.747200 83.000000 4.744600 8.079358 3.319389 
33.600000 -120.747200 84.000000 4.746700 8.082592 3.320553 
33.600000 -120.747200 85.000000 4.748600 8.085996 3.321780 
33.600000 -120.747200 86.000000 4.750600 8.089400 3.323007 
33.600000 -120.747200 87.000000 4.752600 8.092975 3.324296 
33.600000 -120.747200 88.000000 4.754700 8.096039 3.325401 
33.600000 -120.747200 89.000000 4.756500 8.099273 3.326569 
33.600000 -120.747200 90.000000 4.758400 8.102677 3.327799 
33.600000 -120.747200 91.000000 4.760400 8.105911 3.328967 
33.600000 -120.747200 92.000000 4.762300 8.109315 3.330198 
33.600000 -120.747200 93.000000 4.764300 8.112209 3.331245 
33.600000 -120.747200 94.000000 4.766000 8.114932 3.332231 
33.600000 -120.747200 95.000000 4.767600 8.117655 3.333217 
33.600000 -120.747200 96.000000 4.769200 8.120719 3.334327 
33.600000 -120.747200 97.000000 4.771000 8.123442 3.335314 
33.600000 -120.747200 98.000000 4.772600 8.125996 3.336240 
33.600000 -120.747200 99.000000 4.774100 8.128038 3.336981 
33.600000 -120.747200 100.000000 4.775300 8.130081 3.337722 
33.900000 -120.747200 0.000000 0.000000 1.500000 1.290000 
33.900000 -120.747200 1.000000 0.000000 5.827480 2.680710 
33.900000 -120.747200 2.000000 3.423700 5.859820 2.687289 
33.900000 -120.747200 3.000000 3.442700 5.894883 2.694504 
33.900000 -120.747200 4.000000 3.463300 5.918372 2.699386 
33.900000 -120.747200 5.000000 3.477100 5.923989 2.700559 
33.900000 -120.747200 6.000000 3.480400 5.914457 2.698570 
33.900000 -120.747200 7.000000 3.474800 5.896755 2.694892 
33.900000 -120.747200 8.000000 3.464400 5.878883 2.691201 
33.900000 -120.747200 9.000000 3.453900 5.866798 2.688718 
33.900000 -120.747200 10.000000 3.446800 5.863734 2.688090 
33.900000 -120.747200 11.000000 3.445000 5.872245 2.689836 
33.900000 -120.747200 12.000000 3.450000 5.891649 2.693835 
33.900000 -120.747200 13.000000 3.461400 5.920074 2.699741 
33.900000 -120.747200 14.000000 3.478100 5.955478 2.707178 
33.900000 -120.747200 15.000000 3.498900 5.995647 2.715723 
33.900000 -120.747200 16.000000 3.522500 6.037859 2.724828 
33.900000 -120.747200 17.000000 3.547300 6.080412 2.734136 
33.900000 -120.747200 18.000000 3.572300 6.122283 2.743423 
33.900000 -120.747200 19.000000 3.596900 6.162623 2.752492 
33.900000 -120.747200 20.000000 3.620600 6.201601 2.761368 
33.900000 -120.747200 21.000000 3.643500 6.239218 2.770040 
33.900000 -120.747200 22.000000 3.665600 6.277175 2.778897 
33.900000 -120.747200 23.000000 3.687900 6.315302 2.787901 
33.900000 -120.747200 24.000000 3.710300 6.355471 2.797504 
33.900000 -120.747200 25.000000 3.733900 6.397513 2.807684 
33.900000 -120.747200 26.000000 3.758600 6.443300 2.818920 
33.900000 -120.747200 27.000000 3.785500 6.492831 2.831252 
33.900000 -120.747200 28.000000 3.814600 6.546277 2.844764 
33.900000 -120.747200 29.000000 3.846000 6.604148 2.859636 
33.900000 -120.747200 30.000000 3.880000 6.666104 2.875835 
33.900000 -120.747200 31.000000 3.916400 6.732316 2.893464 
33.900000 -120.747200 32.000000 3.955300 6.801762 2.912303 
33.900000 -120.747200 33.000000 3.996100 6.874612 2.932451 
33.900000 -120.747200 34.000000 4.038900 6.949504 2.953570 
33.900000 -120.747200 35.000000 4.082900 7.026269 2.975644 
33.900000 -120.747200 36.000000 4.128000 7.104225 2.998497 
33.900000 -120.747200 37.000000 4.173800 7.182011 3.021736 
33.900000 -120.747200 38.000000 4.219500 7.259286 3.045247 
33.900000 -120.747200 39.000000 4.264900 7.335711 3.068913 
33.900000 -120.747200 40.000000 4.309800 7.410603 3.092496 
33.900000 -120.747200 41.000000 4.353800 7.483283 3.115749 
33.900000 -120.747200 42.000000 4.396500 7.553239 3.138468 
33.900000 -120.747200 43.000000 4.437600 7.620302 3.160551 
33.900000 -120.747200 44.000000 4.477000 7.684130 3.181844 
33.900000 -120.747200 45.000000 4.514500 7.744385 3.202185 
33.900000 -120.747200 46.000000 4.549900 7.801065 3.221531 
33.900000 -120.747200 47.000000 4.583200 7.854000 3.239781 
33.900000 -120.747200 48.000000 4.614300 7.903021 3.256836 
33.900000 -120.747200 49.000000 4.643100 7.948637 3.272839 
33.900000 -120.747200 50.000000 4.669900 7.990338 3.287578 
33.900000 -120.747200 51.000000 4.694400 8.028465 3.301145 
33.900000 -120.747200 52.000000 4.716800 8.062848 3.313454 
33.900000 -120.747200 53.000000 4.737000 8.094337 3.324787 
33.900000 -120.747200 54.000000 4.755500 8.122421 3.334944 
33.900000 -120.747200 55.000000 4.772000 8.147102 3.343907 
33.900000 -120.747200 56.000000 4.786500 8.169569 3.352097 
33.900000 -120.747200 57.000000 4.799700 8.189314 3.359318 
33.900000 -120.747200 58.000000 4.811300 8.206165 3.365498 
33.900000 -120.747200 59.000000 4.821200 8.221143 3.371005 
33.900000 -120.747200 60.000000 4.830000 8.233739 3.375646 
33.900000 -120.747200 61.000000 4.837400 8.244632 3.379666 
33.900000 -120.747200 62.000000 4.843800 8.253313 3.382875 
33.900000 -120.747200 63.000000 4.848900 8.260802 3.385647 
33.900000 -120.747200 64.000000 4.853300 8.267100 3.387980 
33.900000 -120.747200 65.000000 4.857000 8.271695 3.389684 
33.900000 -120.747200 66.000000 4.859700 8.275270 3.391010 
33.900000 -120.747200 67.000000 4.861800 8.278163 3.392084 
33.900000 -120.747200 68.000000 4.863500 8.279865 3.392716 
33.900000 -120.747200 69.000000 4.864500 8.281057 3.393158 
33.900000 -120.747200 70.000000 4.865200 8.281057 3.393158 
33.900000 -120.747200 71.000000 4.865200 8.280887 3.393095 
33.900000 -120.747200 72.000000 4.865100 8.280206 3.392842 
33.900000 -120.747200 73.000000 4.864700 8.278844 3.392337 
33.900000 -120.747200 74.000000 4.863900 8.277483 3.391831 
33.900000 -120.747200 75.000000 4.863100 8.275610 3.391136 
33.900000 -120.747200 76.000000 4.862000 8.273568 3.390378 
33.900000 -120.747200 77.000000 4.860800 8.271015 3.389431 
33.900000 -120.747200 78.000000 4.859300 8.268632 3.388548 
33.900000 -120.747200 79.000000 4.857900 8.266249 3.387664 
33.900000 -120.747200 80.000000 4.856500 8.263525 3.386655 
33.900000 -120.747200 81.000000 4.854900 8.260462 3.385521 
33.900000 -120.747200 82.000000 4.853100 8.257738 3.384512 
33.900000 -120.747200 83.000000 4.851500 8.254845 3.383442 
33.900000 -120.747200 84.000000 4.849800 8.251781 3.382308 
33.900000 -120.747200 85.000000 4.848000 8.248887 3.381239 
33.900000 -120.747200 86.000000 4.846300 8.246164 3.380232 
33.900000 -120.747200 87.000000 4.844700 8.243100 3.379101 
33.900000 -120.747200 88.000000 4.842900 8.240207 3.378032 
33.900000 -120.747200 89.000000 4.841200 8.237143 3.376901 
33.900000 -120.747200 90.000000 4.839400 8.234079 3.375771 
33.900000 -120.747200 91.000000 4.837600 8.231185 3.374704 
33.900000 -120.747200 92.000000 4.835900 8.228122 3.373575 
33.900000 -120.747200 93.000000 4.834100 8.225058 3.372447 
33.900000 -120.747200 94.000000 4.832300 8.221824 3.371256 
33.900000 -120.747200 95.000000 4.830400 8.218930 3.370191 
33.900000 -120.747200 96.000000 4.828700 8.215696 3.369001 
33.900000 -120.747200 97.000000 4.826800 8.212632 3.367875 
33.900000 -120.747200 98.000000 4.825000 8.209228 3.366624 
33.900000 -120.747200 99.000000 4.823000 8.205824 3.365373 
33.900000 -120.747200 100.000000 4.821000 8.202420 3.364123 
34.200000 -120.747200 0.000000 0.000000 1.500000 1.290000 
34.200000 -120.747200 1.000000 2.229800 3.795343 2.364044 
34.200000 -120.747200 2.000000 2.245700 3.822406 2.368005 
34.200000 -120.747200 3.000000 2.311100 3.933723 2.384003 
34.200000 -120.747200 4.000000 2.435800 4.145975 2.413586 
34.200000 -120.747200 5.000000 2.592900 4.413375 2.450239 
34.200000 -120.747200 6.000000 2.754900 4.689115 2.488762 
34.200000 -120.747200 7.000000 2.907600 4.949026 2.526958 
34.200000 -120.747200 8.000000 3.046000 5.184597 2.563961 
34.200000 -120.747200 9.000000 3.171200 5.397700 2.599877 
34.200000 -120.747200 10.000000 3.285200 5.591739 2.634897 
34.200000 -120.747200 11.000000 3.390000 5.770119 2.669218 
34.200000 -120.747200 12.000000 3.486300 5.934031 2.702662 
34.200000 -120.747200 13.000000 3.574000 6.083305 2.734773 
34.200000 -120.747200 14.000000 3.652900 6.217601 2.765044 
34.200000 -120.747200 15.000000 3.722800 6.336578 2.792972 
34.200000 -120.747200 16.000000 3.784000 6.440746 2.818289 
34.200000 -120.747200 17.000000 3.836300 6.529766 2.840567 
34.200000 -120.747200 18.000000 3.880800 6.605510 2.859989 
34.200000 -120.747200 19.000000 3.918400 6.669509 2.876734 
34.200000 -120.747200 20.000000 3.949800 6.722955 2.890951 
34.200000 -120.747200 21.000000 3.976800 6.768911 2.903347 
34.200000 -120.747200 22.000000 4.000100 6.808570 2.914170 
34.200000 -120.747200 23.000000 4.020900 6.843974 2.923930 
34.200000 -120.747200 24.000000 4.040600 6.877505 2.933259 
34.200000 -120.747200 25.000000 4.059400 6.909505 2.942239 
34.200000 -120.747200 26.000000 4.078100 6.941334 2.951246 
34.200000 -120.747200 27.000000 4.097500 6.974355 2.960669 
34.200000 -120.747200 28.000000 4.117300 7.008056 2.970368 
34.200000 -120.747200 29.000000 4.138400 7.043971 2.980795 
34.200000 -120.747200 30.000000 4.160000 7.080736 2.991565 
34.200000 -120.747200 31.000000 4.182800 7.119544 3.003039 
34.200000 -120.747200 32.000000 4.206300 7.159543 3.014979 
34.200000 -120.747200 33.000000 4.230400 7.200564 3.027342 
34.200000 -120.747200 34.000000 4.255200 7.242776 3.040189 
34.200000 -120.747200 35.000000 4.279900 7.284818 3.053108 
34.200000 -120.747200 36.000000 4.305000 7.327540 3.066363 
34.200000 -120.747200 37.000000 4.330000 7.370093 3.079692 
34.200000 -120.747200 38.000000 4.354900 7.412475 3.093091 
34.200000 -120.747200 39.000000 4.379500 7.454347 3.106449 
34.200000 -120.747200 40.000000 4.403600 7.495368 3.119650 
34.200000 -120.747200 41.000000 4.427400 7.535878 3.132799 
34.200000 -120.747200 42.000000 4.450700 7.575536 3.145777 
34.200000 -120.747200 43.000000 4.473400 7.614174 3.158521 
34.200000 -120.747200 44.000000 4.495600 7.651961 3.171079 
34.200000 -120.747200 45.000000 4.517300 7.688896 3.183444 
34.200000 -120.747200 46.000000 4.538400 7.724811 3.195552 
34.200000 -120.747200 47.000000 4.558700 7.759363 3.207278 
34.200000 -120.747200 48.000000 4.578800 7.793575 3.218963 
34.200000 -120.747200 49.000000 4.598200 7.826596 3.230312 
34.200000 -120.747200 50.000000 4.617000 7.858596 3.241374 
34.200000 -120.747200 51.000000 4.635600 7.890255 3.252380 
34.200000 -120.747200 52.000000 4.653500 7.920722 3.263031 
34.200000 -120.747200 53.000000 4.671000 7.950509 3.273498 
34.200000 -120.747200 54.000000 4.688200 7.979785 3.283838 
34.200000 -120.747200 55.000000 4.704600 8.007700 3.293745 
34.200000 -120.747200 56.000000 4.721000 8.035614 3.303699 
34.200000 -120.747200 57.000000 4.736900 8.062677 3.313393 
34.200000 -120.747200 58.000000 4.752200 8.088720 3.322761 
34.200000 -120.747200 59.000000 4.767500 8.114762 3.332169 
34.200000 -120.747200 60.000000 4.782200 8.139783 3.341245 
34.200000 -120.747200 61.000000 4.796600 8.164293 3.350171 
34.200000 -120.747200 62.000000 4.810500 8.187952 3.358819 
34.200000 -120.747200 63.000000 4.824200 8.211271 3.367374 
34.200000 -120.747200 64.000000 4.837500 8.233909 3.375709 
34.200000 -120.747200 65.000000 4.850200 8.255525 3.383694 
34.200000 -120.747200 66.000000 4.862800 8.276972 3.391641 
34.200000 -120.747200 67.000000 4.874900 8.297567 3.399298 
34.200000 -120.747200 68.000000 4.886600 8.317482 3.406723 
34.200000 -120.747200 69.000000 4.897900 8.336716 3.413915 
34.200000 -120.747200 70.000000 4.908700 8.355098 3.420808 
34.200000 -120.747200 71.000000 4.919100 8.372800 3.427463 
34.200000 -120.747200 72.000000 4.929100 8.389821 3.433877 
34.200000 -120.747200 73.000000 4.938600 8.405991 3.439985 
34.200000 -120.747200 74.000000 4.947500 8.421140 3.445720 
34.200000 -120.747200 75.000000 4.956000 8.435608 3.451209 
34.200000 -120.747200 76.000000 4.964000 8.449224 3.456385 
34.200000 -120.747200 77.000000 4.971400 8.461820 3.461181 
34.200000 -120.747200 78.000000 4.978500 8.473905 3.465790 
34.200000 -120.747200 79.000000 4.984800 8.484628 3.469887 
34.200000 -120.747200 80.000000 4.990600 8.494500 3.473664 
34.200000 -120.747200 81.000000 4.996000 8.503692 3.477185 
34.200000 -120.747200 82.000000 5.000700 8.511691 3.480253 
34.200000 -120.747200 83.000000 5.004800 8.518670 3.482932 
34.200000 -120.747200 84.000000 5.008300 8.524627 3.485221 
34.200000 -120.747200 85.000000 5.011200 8.529564 3.487119 
34.200000 -120.747200 86.000000 5.013400 8.533308 3.488559 
34.200000 -120.747200 87.000000 5.015100 8.536202 3.489673 
34.200000 -120.747200 88.000000 5.016200 8.538074 3.490394 
34.200000 -120.747200 89.000000 5.016400 8.538414 3.490525 
34.200000 -120.747200 90.000000 5.016200 8.538074 3.490394 
34.200000 -120.747200 91.000000 5.015200 8.536372 3.489739 
34.200000 -120.747200 92.000000 5.013500 8.533478 3.488625 
34.200000 -120.747200 93.000000 5.011200 8.529564 3.487119 
34.200000 -120.747200 94.000000 5.008200 8.524457 3.485155 
34.200000 -120.747200 95.000000 5.004700 8.518500 3.482866 
34.200000 -120.747200 96.000000 5.000200 8.510840 3.479926 
34.200000 -120.747200 97.000000 4.995300 8.502500 3.476728 
34.200000 -120.747200 98.000000 4.989400 8.492458 3.472882 
34.200000 -120.747200 99.000000 4.982900 8.481394 3.468651 
34.200000 -120.747200 100.000000 4.975800 8.469309 3.464037 
34.500000 -120.747200 0.000000 0.000000 1.500000 1.290000 
34.500000 -120.747200 1.000000 2.387000 4.062913 2.402114 
34.500000 -120.747200 2.000000 2.403000 4.090146 2.405886 
34.500000 -120.747200 3.000000 2.453600 4.176273 2.417749 
34.500000 -120.747200 4.000000 2.554200 4.347504 2.441199 
34.500000 -120.747200 5.000000 2.686400 4.572521 2.472291 
34.500000 -120.747200 6.000000 2.824800 4.808092 2.505956 
34.500000 -120.747200 7.000000 2.951300 5.023408 2.538366 
34.500000 -120.747200 8.000000 3.057900 5.204852 2.567268 
34.500000 -120.747200 9.000000 3.145200 5.353445 2.592209 
34.500000 -120.747200 10.000000 3.216800 5.475315 2.613607 
34.500000 -120.747200 11.000000 3.278100 5.579654 2.632647 
34.500000 -120.747200 12.000000 3.333200 5.673440 2.650355 
34.500000 -120.747200 13.000000 3.384600 5.760928 2.667397 
34.500000 -120.747200 14.000000 3.434600 5.846033 2.684475 
34.500000 -120.747200 15.000000 3.482600 5.927733 2.701343 
34.500000 -120.747200 16.000000 3.528900 6.006541 2.718060 
34.500000 -120.747200 17.000000 3.572900 6.081433 2.734361 
34.500000 -120.747200 18.000000 3.614000 6.151389 2.749954 
34.500000 -120.747200 19.000000 3.652200 6.216410 2.764769 
34.500000 -120.747200 20.000000 3.687000 6.275643 2.778537 
34.500000 -120.747200 21.000000 3.719500 6.330961 2.791630 
34.500000 -120.747200 22.000000 3.749200 6.381513 2.803794 
34.500000 -120.747200 23.000000 3.777400 6.429513 2.815520 
34.500000 -120.747200 24.000000 3.804600 6.475810 2.826993 
34.500000 -120.747200 25.000000 3.831200 6.521086 2.838368 
34.500000 -120.747200 26.000000 3.858100 6.566872 2.850028 
34.500000 -120.747200 27.000000 3.885500 6.613510 2.862065 
34.500000 -120.747200 28.000000 3.913500 6.661168 2.874534 
34.500000 -120.747200 29.000000 3.942700 6.710870 2.887718 
34.500000 -120.747200 30.000000 3.972800 6.762103 2.901501 
34.500000 -120.747200 31.000000 4.004000 6.815208 2.915993 
34.500000 -120.747200 32.000000 4.036000 6.869676 2.931073 
34.500000 -120.747200 33.000000 4.068600 6.925164 2.946661 
34.500000 -120.747200 34.000000 4.101900 6.981844 2.962817 
34.500000 -120.747200 35.000000 4.135300 7.038694 2.979257 
34.500000 -120.747200 36.000000 4.168700 7.095544 2.995931 
34.500000 -120.747200 37.000000 4.202100 7.152394 3.012837 
34.500000 -120.747200 38.000000 4.234700 7.207883 3.029561 
34.500000 -120.747200 39.000000 4.267100 7.263031 3.046398 
34.500000 -120.747200 40.000000 4.298400 7.316307 3.062866 
34.500000 -120.747200 41.000000 4.329200 7.368731 3.079263 
34.500000 -120.747200 42.000000 4.358900 7.419284 3.095254 
34.500000 -120.747200 43.000000 4.387700 7.468304 3.110928 
34.500000 -120.747200 44.000000 4.415300 7.515282 3.126100 
34.500000 -120.747200 45.000000 4.441800 7.560388 3.140808 
34.500000 -120.747200 46.000000 4.467300 7.603791 3.155087 
34.500000 -120.747200 47.000000 4.491900 7.645663 3.168980 
34.500000 -120.747200 48.000000 4.515400 7.685662 3.182358 
34.500000 -120.747200 49.000000 4.537800 7.723789 3.195206 
34.500000 -120.747200 50.000000 4.559300 7.760385 3.207626 
34.500000 -120.747200 51.000000 4.580000 7.795618 3.219663 
34.500000 -120.747200 52.000000 4.599900 7.829490 3.231309 
34.500000 -120.747200 53.000000 4.618900 7.861830 3.242495 
34.500000 -120.747200 54.000000 4.637200 7.892978 3.253330 
34.500000 -120.747200 55.000000 4.654700 7.922765 3.263747 
34.500000 -120.747200 56.000000 4.671900 7.952041 3.274038 
34.500000 -120.747200 57.000000 4.688100 7.979615 3.283778 
34.500000 -120.747200 58.000000 4.703900 8.006508 3.293321 
34.500000 -120.747200 59.000000 4.719200 8.032550 3.302604 
34.500000 -120.747200 60.000000 4.733900 8.057571 3.311560 
34.500000 -120.747200 61.000000 4.748100 8.081741 3.320247 
34.500000 -120.747200 62.000000 4.761900 8.105230 3.328721 
34.500000 -120.747200 63.000000 4.775200 8.127868 3.336919 
34.500000 -120.747200 64.000000 4.788200 8.149995 3.344960 
34.500000 -120.747200 65.000000 4.800500 8.170931 3.352594 
34.500000 -120.747200 66.000000 4.812700 8.191697 3.360191 
34.500000 -120.747200 67.000000 4.824300 8.211441 3.367437 
34.500000 -120.747200 68.000000 4.835500 8.230505 3.374453 
34.500000 -120.747200 69.000000 4.846500 8.249228 3.381365 
34.500000 -120.747200 70.000000 4.856800 8.266759 3.387854 
34.500000 -120.747200 71.000000 4.866800 8.283780 3.394170 
34.500000 -120.747200 72.000000 4.876300 8.299950 3.400185 
34.500000 -120.747200 73.000000 4.885700 8.315950 3.406151 
34.500000 -120.747200 74.000000 4.894600 8.331099 3.411813 
34.500000 -120.747200 75.000000 4.902800 8.345056 3.417040 
34.500000 -120.747200 76.000000 4.910700 8.358502 3.422086 
34.500000 -120.747200 77.000000 4.918200 8.371268 3.426886 
34.500000 -120.747200 78.000000 4.925100 8.383013 3.431309 
34.500000 -120.747200 79.000000 4.931700 8.394247 3.435547 
34.500000 -120.747200 80.000000 4.937700 8.404459 3.439406 
34.500000 -120.747200 81.000000 4.943500 8.414331 3.443141 
34.500000 -120.747200 82.000000 4.948300 8.422501 3.446236 
34.500000 -120.747200 83.000000 4.953000 8.430501 3.449270 
34.500000 -120.747200 84.000000 4.957000 8.437310 3.451855 
34.500000 -120.747200 85.000000 4.960300 8.442927 3.453990 
34.500000 -120.747200 86.000000 4.963400 8.448203 3.455996 
34.500000 -120.747200 87.000000 4.965800 8.452288 3.457550 
34.500000 -120.747200 88.000000 4.967800 8.455692 3.458846 
34.500000 -120.747200 89.000000 4.968800 8.457394 3.459495 
34.500000 -120.747200 90.000000 4.969600 8.458756 3.460013 
34.500000 -120.747200 91.000000 4.969800 8.459097 3.460143 
34.500000 -120.747200 92.000000 4.969300 8.458246 3.459819 
34.500000 -120.747200 93.000000 4.968200 8.456373 3.459106 
34.500000 -120.747200 94.000000 4.966600 8.453650 3.458069 
34.500000 -120.747200 95.000000 4.964300 8.449735 3.456579 
34.500000 -120.747200 96.000000 4.961500 8.444969 3.454766 
34.500000 -120.747200 97.000000 4.957800 8.438671 3.452372 
34.500000 -120.747200 98.000000 4.953800 8.431863 3.449787 
34.500000 -120.747200 99.000000 4.948900 8.423523 3.446623 
34.500000 -120.747200 100.000000 4.943500 8.414331 3.443141 
32.700000 -120.447200 0.000000 0.000000 1.500000 1.290000 
32.700000 -120.447200 1.000000 0.000000 5.781863 2.671552 
