lat lon depth(km) vs(km/s) vp(km/s) den(g/cm^2)
33.300000 -122.847200 90.000000 4.333800 7.454687 3.106558 
33.300000 -122.847200 91.000000 4.344600 7.475793 3.113337 
33.300000 -122.847200 92.000000 4.356000 7.497240 3.120256 
33.300000 -122.847200 93.000000 4.367600 7.519878 3.127593 
33.300000 -122.847200 94.000000 4.379700 7.542516 3.134964 
33.300000 -122.847200 95.000000 4.392100 7.566005 3.142648 
33.300000 -122.847200 96.000000 4.404700 7.590004 3.150538 
33.300000 -122.847200 97.000000 4.418000 7.614344 3.158578 
33.300000 -122.847200 98.000000 4.431300 7.639535 3.166940 
33.300000 -122.847200 99.000000 4.445100 7.664897 3.175400 
33.300000 -122.847200 100.000000 4.459200 7.690939 3.184131 
33.600000 -122.847200 0.000000 0.000000 1.500000 1.290000 
33.600000 -122.847200 1.000000 0.000000 6.061178 2.729912 
33.600000 -122.847200 2.000000 0.000000 6.184410 2.757439 
33.600000 -122.847200 3.000000 0.000000 6.344408 2.794847 
33.600000 -122.847200 4.000000 0.000000 6.508660 2.835231 
33.600000 -122.847200 5.000000 3.561000 6.666955 2.876060 
33.600000 -122.847200 6.000000 3.633400 6.819123 2.917069 
33.600000 -122.847200 7.000000 3.727400 6.966014 2.958282 
33.600000 -122.847200 8.000000 3.823900 7.105927 2.999001 
33.600000 -122.847200 9.000000 3.916900 7.237329 3.038524 
33.600000 -122.847200 10.000000 4.006300 7.358349 3.076000 
33.600000 -122.847200 11.000000 4.092600 7.467623 3.110709 
33.600000 -122.847200 12.000000 4.174800 7.563962 3.141979 
33.600000 -122.847200 13.000000 4.252000 7.647195 3.169490 
33.600000 -122.847200 14.000000 4.323100 7.718343 3.193365 
33.600000 -122.847200 15.000000 4.387300 7.777406 3.213431 
33.600000 -122.847200 16.000000 4.443900 7.826426 3.230253 
33.600000 -122.847200 17.000000 4.492800 7.865574 3.243795 
33.600000 -122.847200 18.000000 4.534600 7.895872 3.254340 
33.600000 -122.847200 19.000000 4.569300 7.919190 3.262494 
33.600000 -122.847200 20.000000 4.598100 7.935360 3.268168 
33.600000 -122.847200 21.000000 4.621100 7.945913 3.271880 
33.600000 -122.847200 22.000000 4.638900 7.951190 3.273738 
33.600000 -122.847200 23.000000 4.652600 7.951360 3.273798 
33.600000 -122.847200 24.000000 4.662100 7.947445 3.272419 
33.600000 -122.847200 25.000000 4.668300 7.939786 3.269724 
33.600000 -122.847200 26.000000 4.671400 7.928722 3.265837 
33.600000 -122.847200 27.000000 4.671500 7.914765 3.260944 
33.600000 -122.847200 28.000000 4.669200 7.898084 3.255112 
33.600000 -122.847200 29.000000 4.664700 7.879702 3.248705 
33.600000 -122.847200 30.000000 4.658200 7.858596 3.241374 
33.600000 -122.847200 31.000000 4.650000 7.836128 3.233600 
33.600000 -122.847200 32.000000 4.640200 7.812128 3.225331 
33.600000 -122.847200 33.000000 4.629400 7.787108 3.216749 
33.600000 -122.847200 34.000000 4.617000 7.761576 3.208032 
33.600000 -122.847200 35.000000 4.603800 7.734853 3.198952 
33.600000 -122.847200 36.000000 4.589700 7.707960 3.189861 
33.600000 -122.847200 37.000000 4.575000 7.680896 3.180759 
33.600000 -122.847200 38.000000 4.560000 7.653833 3.171704 
33.600000 -122.847200 39.000000 4.544300 7.626770 3.162697 
33.600000 -122.847200 40.000000 4.528500 7.600217 3.153906 
33.600000 -122.847200 41.000000 4.512600 7.574175 3.145330 
33.600000 -122.847200 42.000000 4.496700 7.548473 3.136909 
33.600000 -122.847200 43.000000 4.480800 7.523622 3.128810 
33.600000 -122.847200 44.000000 4.465200 7.499623 3.121026 
33.600000 -122.847200 45.000000 4.449900 7.476304 3.113501 
33.600000 -122.847200 46.000000 4.434800 7.454347 3.106449 
33.600000 -122.847200 47.000000 4.420200 7.433071 3.099646 
33.600000 -122.847200 48.000000 4.406100 7.412986 3.093253 
33.600000 -122.847200 49.000000 4.392400 7.393922 3.087210 
33.600000 -122.847200 50.000000 4.379500 7.376221 3.081621 
33.600000 -122.847200 51.000000 4.367000 7.359540 3.076374 
33.600000 -122.847200 52.000000 4.355200 7.344391 3.071626 
33.600000 -122.847200 53.000000 4.344000 7.330434 3.067266 
33.600000 -122.847200 54.000000 4.333600 7.317328 3.063183 
33.600000 -122.847200 55.000000 4.323800 7.305924 3.059641 
33.600000 -122.847200 56.000000 4.314900 7.295541 3.056423 
33.600000 -122.847200 57.000000 4.306700 7.286520 3.053634 
33.600000 -122.847200 58.000000 4.299000 7.278860 3.051270 
33.600000 -122.847200 59.000000 4.292300 7.272392 3.049277 
33.600000 -122.847200 60.000000 4.286200 7.267116 3.047653 
33.600000 -122.847200 61.000000 4.280900 7.263031 3.046398 
33.600000 -122.847200 62.000000 4.276400 7.260137 3.045509 
33.600000 -122.847200 63.000000 4.272600 7.258265 3.044934 
33.600000 -122.847200 64.000000 4.269500 7.257584 3.044725 
33.600000 -122.847200 65.000000 4.267100 7.257925 3.044830 
33.600000 -122.847200 66.000000 4.265400 7.259456 3.045300 
33.600000 -122.847200 67.000000 4.264300 7.261839 3.046032 
33.600000 -122.847200 68.000000 4.263900 7.265414 3.047130 
33.600000 -122.847200 69.000000 4.264100 7.269839 3.048491 
33.600000 -122.847200 70.000000 4.265000 7.275116 3.050116 
33.600000 -122.847200 71.000000 4.266400 7.281243 3.052005 
33.600000 -122.847200 72.000000 4.268500 7.288052 3.054107 
33.600000 -122.847200 73.000000 4.271100 7.295881 3.056528 
33.600000 -122.847200 74.000000 4.274200 7.304732 3.059271 
33.600000 -122.847200 75.000000 4.277800 7.313753 3.062072 
33.600000 -122.847200 76.000000 4.281800 7.323796 3.065196 
33.600000 -122.847200 77.000000 4.286400 7.334008 3.068381 
33.600000 -122.847200 78.000000 4.291600 7.345072 3.071839 
33.600000 -122.847200 79.000000 4.296900 7.356817 3.075520 
33.600000 -122.847200 80.000000 4.302800 7.368902 3.079317 
33.600000 -122.847200 81.000000 4.308800 7.381667 3.083338 
33.600000 -122.847200 82.000000 4.315300 7.394773 3.087479 
33.600000 -122.847200 83.000000 4.322200 7.408390 3.091794 
33.600000 -122.847200 84.000000 4.329300 7.422177 3.096175 
33.600000 -122.847200 85.000000 4.336800 7.436475 3.100732 
33.600000 -122.847200 86.000000 4.344500 7.450943 3.105358 
33.600000 -122.847200 87.000000 4.352500 7.465581 3.110053 
33.600000 -122.847200 88.000000 4.360600 7.480729 3.114926 
33.600000 -122.847200 89.000000 4.369000 7.495708 3.119760 
33.600000 -122.847200 90.000000 4.377500 7.511197 3.124775 
33.600000 -122.847200 91.000000 4.386100 7.526856 3.129861 
33.600000 -122.847200 92.000000 4.395000 7.542175 3.134853 
33.600000 -122.847200 93.000000 4.403800 7.558005 3.140027 
33.600000 -122.847200 94.000000 4.412900 7.573494 3.145106 
33.600000 -122.847200 95.000000 4.422100 7.589494 3.150370 
33.600000 -122.847200 96.000000 4.431100 7.605153 3.155537 
33.600000 -122.847200 97.000000 4.440400 7.620812 3.160721 
33.600000 -122.847200 98.000000 4.449500 7.636472 3.165921 
33.600000 -122.847200 99.000000 4.458900 7.652301 3.171193 
33.600000 -122.847200 100.000000 4.468100 7.667790 3.176368 
33.900000 -122.847200 0.000000 0.000000 1.500000 1.290000 
33.900000 -122.847200 1.000000 0.000000 6.046710 2.726753 
33.900000 -122.847200 2.000000 0.000000 6.178963 2.756199 
33.900000 -122.847200 3.000000 0.000000 6.352918 2.796890 
33.900000 -122.847200 4.000000 0.000000 6.530107 2.840653 
33.900000 -122.847200 5.000000 3.552500 6.696572 2.883906 
33.900000 -122.847200 6.000000 3.630200 6.851804 2.926101 
33.900000 -122.847200 7.000000 3.732400 6.996652 2.967077 
33.900000 -122.847200 8.000000 3.836500 7.131629 3.006635 
33.900000 -122.847200 9.000000 3.934300 7.256052 3.044255 
33.900000 -122.847200 10.000000 4.025500 7.369582 3.079531 
33.900000 -122.847200 11.000000 4.110600 7.471708 3.112022 
33.900000 -122.847200 12.000000 4.189900 7.562430 3.141477 
33.900000 -122.847200 13.000000 4.263000 7.642769 3.168016 
33.900000 -122.847200 14.000000 4.329700 7.713066 3.191583 
33.900000 -122.847200 15.000000 4.389700 7.775023 3.212617 
33.900000 -122.847200 16.000000 4.443000 7.829490 3.231309 
33.900000 -122.847200 17.000000 4.490200 7.877489 3.247935 
33.900000 -122.847200 18.000000 4.531500 7.919871 3.262733 
33.900000 -122.847200 19.000000 4.567900 7.958339 3.276259 
33.900000 -122.847200 20.000000 4.599900 7.991870 3.288122 
33.900000 -122.847200 21.000000 4.628100 8.022508 3.299020 
33.900000 -122.847200 22.000000 4.653000 8.049742 3.308754 
33.900000 -122.847200 23.000000 4.675600 8.073911 3.317429 
33.900000 -122.847200 24.000000 4.695300 8.095358 3.325156 
33.900000 -122.847200 25.000000 4.713300 8.114081 3.331923 
33.900000 -122.847200 26.000000 4.729300 8.130591 3.337907 
33.900000 -122.847200 27.000000 4.743500 8.144378 3.342916 
33.900000 -122.847200 28.000000 4.756100 8.155782 3.347068 
33.900000 -122.847200 29.000000 4.767100 8.164803 3.350357 
33.900000 -122.847200 30.000000 4.776800 8.171271 3.352719 
33.900000 -122.847200 31.000000 4.784900 8.175697 3.354336 
33.900000 -122.847200 32.000000 4.791600 8.177399 3.354958 
33.900000 -122.847200 33.000000 4.796900 8.177399 3.354958 
33.900000 -122.847200 34.000000 4.800700 8.174846 3.354025 
33.900000 -122.847200 35.000000 4.803300 8.170250 3.352346 
33.900000 -122.847200 36.000000 4.804300 8.163272 3.349798 
33.900000 -122.847200 37.000000 4.804300 8.154250 3.346510 
33.900000 -122.847200 38.000000 4.802800 8.143527 3.342607 
33.900000 -122.847200 39.000000 4.800100 8.130591 3.337907 
33.900000 -122.847200 40.000000 4.796000 8.115443 3.332416 
33.900000 -122.847200 41.000000 4.790700 8.098762 3.326384 
33.900000 -122.847200 42.000000 4.784400 8.079869 3.319573 
33.900000 -122.847200 43.000000 4.776800 8.059784 3.312354 
33.900000 -122.847200 44.000000 4.767900 8.037486 3.304368 
33.900000 -122.847200 45.000000 4.758100 8.013997 3.295987 
33.900000 -122.847200 46.000000 4.747000 7.988806 3.287035 
33.900000 -122.847200 47.000000 4.735200 7.962083 3.277580 
33.900000 -122.847200 48.000000 4.722100 7.934169 3.267750 
33.900000 -122.847200 49.000000 4.708300 7.905063 3.257550 
33.900000 -122.847200 50.000000 4.693500 7.874595 3.246928 
33.900000 -122.847200 51.000000 4.677800 7.843107 3.236011 
33.900000 -122.847200 52.000000 4.661400 7.810767 3.224863 
33.900000 -122.847200 53.000000 4.644300 7.777916 3.213606 
33.900000 -122.847200 54.000000 4.626400 7.744044 3.202070 
33.900000 -122.847200 55.000000 4.607900 7.709322 3.190320 
33.900000 -122.847200 56.000000 4.588900 7.674258 3.178533 
33.900000 -122.847200 57.000000 4.569600 7.639195 3.166826 
33.900000 -122.847200 58.000000 4.549700 7.603621 3.155031 
33.900000 -122.847200 59.000000 4.529300 7.568217 3.143374 
33.900000 -122.847200 60.000000 4.508700 7.532473 3.131690 
33.900000 -122.847200 61.000000 4.488100 7.497070 3.120201 
33.900000 -122.847200 62.000000 4.467200 7.461666 3.108796 
33.900000 -122.847200 63.000000 4.446400 7.427113 3.097747 
33.900000 -122.847200 64.000000 4.425400 7.392731 3.086833 
33.900000 -122.847200 65.000000 4.404600 7.359370 3.076321 
33.900000 -122.847200 66.000000 4.383800 7.326349 3.065992 
33.900000 -122.847200 67.000000 4.363500 7.294520 3.056107 
33.900000 -122.847200 68.000000 4.343300 7.263712 3.046607 
33.900000 -122.847200 69.000000 4.323700 7.234095 3.037537 
33.900000 -122.847200 70.000000 4.304300 7.205500 3.028838 
33.900000 -122.847200 71.000000 4.285600 7.178607 3.020710 
33.900000 -122.847200 72.000000 4.267500 7.152905 3.012990 
33.900000 -122.847200 73.000000 4.250100 7.128905 3.005824 
33.900000 -122.847200 74.000000 4.233300 7.106608 2.999203 
33.900000 -122.847200 75.000000 4.217500 7.085842 2.993069 
33.900000 -122.847200 76.000000 4.202400 7.067289 2.987615 
33.900000 -122.847200 77.000000 4.188300 7.050268 2.982633 
33.900000 -122.847200 78.000000 4.175200 7.035460 2.978315 
33.900000 -122.847200 79.000000 4.163000 7.022865 2.974656 
33.900000 -122.847200 80.000000 4.152100 7.012141 2.971549 
33.900000 -122.847200 81.000000 4.142100 7.004142 2.969237 
33.900000 -122.847200 82.000000 4.133400 6.998014 2.967469 
33.900000 -122.847200 83.000000 4.126000 6.994440 2.966439 
33.900000 -122.847200 84.000000 4.119700 6.992908 2.965998 
33.900000 -122.847200 85.000000 4.115000 6.994269 2.966390 
33.900000 -122.847200 86.000000 4.111400 6.997844 2.967420 
33.900000 -122.847200 87.000000 4.109300 7.003971 2.969188 
33.900000 -122.847200 88.000000 4.108400 7.012822 2.971746 
33.900000 -122.847200 89.000000 4.109200 7.023886 2.974952 
33.900000 -122.847200 90.000000 4.111300 7.037673 2.978960 
33.900000 -122.847200 91.000000 4.114900 7.053843 2.983677 
33.900000 -122.847200 92.000000 4.120100 7.072736 2.989213 
33.900000 -122.847200 93.000000 4.126600 7.094183 2.995529 
33.900000 -122.847200 94.000000 4.134700 7.118182 3.002635 
33.900000 -122.847200 95.000000 4.144200 7.144565 3.010495 
33.900000 -122.847200 96.000000 4.155300 7.173671 3.019223 
33.900000 -122.847200 97.000000 4.167900 7.205330 3.028786 
33.900000 -122.847200 98.000000 4.182000 7.239542 3.039200 
33.900000 -122.847200 99.000000 4.197500 7.275967 3.050378 
33.900000 -122.847200 100.000000 4.214600 7.315115 3.062495 
34.200000 -122.847200 0.000000 0.000000 1.500000 1.290000 
34.200000 -122.847200 1.000000 0.000000 6.126028 2.744260 
34.200000 -122.847200 2.000000 0.000000 6.250792 2.772730 
34.200000 -122.847200 3.000000 0.000000 6.408747 2.810426 
34.200000 -122.847200 4.000000 0.000000 6.566191 2.849853 
34.200000 -122.847200 5.000000 3.599100 6.712912 2.888264 
34.200000 -122.847200 6.000000 3.672400 6.848740 2.925251 
34.200000 -122.847200 7.000000 3.765200 6.975376 2.960962 
34.200000 -122.847200 8.000000 3.857700 7.094693 2.995679 
34.200000 -122.847200 9.000000 3.943900 7.206521 3.029148 
34.200000 -122.847200 10.000000 4.023700 7.310690 3.061120 
34.200000 -122.847200 11.000000 4.098100 7.407199 3.091416 
34.200000 -122.847200 12.000000 4.168200 7.495878 3.119815 
34.200000 -122.847200 13.000000 4.233900 7.577068 3.146281 
34.200000 -122.847200 14.000000 4.295100 7.651110 3.170796 
34.200000 -122.847200 15.000000 4.351800 7.718853 3.193538 
34.200000 -122.847200 16.000000 4.403900 7.781320 3.214769 
34.200000 -122.847200 17.000000 4.451600 7.838341 3.234364 
34.200000 -122.847200 18.000000 4.495100 7.890765 3.252558 
34.200000 -122.847200 19.000000 4.534900 7.938765 3.269365 
34.200000 -122.847200 20.000000 4.571600 7.982849 3.284923 
34.200000 -122.847200 21.000000 4.605100 8.022848 3.299141 
34.200000 -122.847200 22.000000 4.635900 8.059273 3.312171 
34.200000 -122.847200 23.000000 4.664100 8.091443 3.323743 
34.200000 -122.847200 24.000000 4.690000 8.120379 3.334204 
34.200000 -122.847200 25.000000 4.713500 8.145570 3.343350 
34.200000 -122.847200 26.000000 4.734900 8.167186 3.351227 
34.200000 -122.847200 27.000000 4.753800 8.185229 3.357822 
34.200000 -122.847200 28.000000 4.770800 8.199356 3.362999 
34.200000 -122.847200 29.000000 4.785600 8.210420 3.367061 
34.200000 -122.847200 30.000000 4.798300 8.217909 3.369815 
34.200000 -122.847200 31.000000 4.808900 8.222164 3.371381 
34.200000 -122.847200 32.000000 4.817200 8.223186 3.371757 
34.200000 -122.847200 33.000000 4.823700 8.221143 3.371005 
34.200000 -122.847200 34.000000 4.828100 8.215866 3.369064 
34.200000 -122.847200 35.000000 4.830600 8.207696 3.366061 
34.200000 -122.847200 36.000000 4.831200 8.196973 3.362125 
34.200000 -122.847200 37.000000 4.830000 8.183527 3.357199 
34.200000 -122.847200 38.000000 4.826900 8.167186 3.351227 
34.200000 -122.847200 39.000000 4.822100 8.148804 3.344527 
34.200000 -122.847200 40.000000 4.815800 8.127868 3.336919 
34.200000 -122.847200 41.000000 4.807900 8.104890 3.328598 
34.200000 -122.847200 42.000000 4.798300 8.079698 3.319511 
34.200000 -122.847200 43.000000 4.787500 8.052805 3.309851 
34.200000 -122.847200 44.000000 4.775200 8.023529 3.299384 
34.200000 -122.847200 45.000000 4.761700 7.993062 3.288544 
34.200000 -122.847200 46.000000 4.746900 7.960892 3.277159 
34.200000 -122.847200 47.000000 4.731100 7.927361 3.265359 
34.200000 -122.847200 48.000000 4.713900 7.892297 3.253093 
34.200000 -122.847200 49.000000 4.696000 7.856383 3.240607 
34.200000 -122.847200 50.000000 4.677100 7.819107 3.227732 
34.200000 -122.847200 51.000000 4.657400 7.781320 3.214769 
34.200000 -122.847200 52.000000 4.636800 7.742512 3.201550 
34.200000 -122.847200 53.000000 4.615700 7.703024 3.188197 
34.200000 -122.847200 54.000000 4.593800 7.663535 3.174945 
34.200000 -122.847200 55.000000 4.571600 7.623025 3.161455 
34.200000 -122.847200 56.000000 4.548800 7.583026 3.148240 
34.200000 -122.847200 57.000000 4.525600 7.542346 3.134908 
34.200000 -122.847200 58.000000 4.502400 7.502346 3.121908 
34.200000 -122.847200 59.000000 4.478600 7.462177 3.108960 
34.200000 -122.847200 60.000000 4.455100 7.422688 3.096338 
34.200000 -122.847200 61.000000 4.431200 7.383880 3.084037 
34.200000 -122.847200 62.000000 4.407700 7.345242 3.071893 
34.200000 -122.847200 63.000000 4.384100 7.307796 3.060222 
34.200000 -122.847200 64.000000 4.360900 7.271371 3.048962 
34.200000 -122.847200 65.000000 4.338100 7.235797 3.038056 
34.200000 -122.847200 66.000000 4.315400 7.201585 3.027651 
34.200000 -122.847200 67.000000 4.293400 7.168394 3.017637 
34.200000 -122.847200 68.000000 4.272000 7.137076 3.008259 
34.200000 -122.847200 69.000000 4.251100 7.107289 2.999404 
34.200000 -122.847200 70.000000 4.231000 7.079034 2.991064 
34.200000 -122.847200 71.000000 4.211500 7.052651 2.983329 
34.200000 -122.847200 72.000000 4.193100 7.027971 2.976138 
34.200000 -122.847200 73.000000 4.175600 7.005333 2.969581 
34.200000 -122.847200 74.000000 4.159000 6.984908 2.963697 
34.200000 -122.847200 75.000000 4.143500 6.966355 2.958379 
34.200000 -122.847200 76.000000 4.129000 6.950696 2.953910 
34.200000 -122.847200 77.000000 4.115700 6.936398 2.949845 
34.200000 -122.847200 78.000000 4.103700 6.924994 2.946613 
34.200000 -122.847200 79.000000 4.092800 6.915973 2.944064 
34.200000 -122.847200 80.000000 4.083600 6.909164 2.942143 
34.200000 -122.847200 81.000000 4.075200 6.905079 2.940993 
34.200000 -122.847200 82.000000 4.068500 6.903377 2.940514 
34.200000 -122.847200 83.000000 4.063200 6.904228 2.940753 
34.200000 -122.847200 84.000000 4.059200 6.907632 2.941712 
34.200000 -122.847200 85.000000 4.056800 6.913249 2.943295 
34.200000 -122.847200 86.000000 4.055800 6.922100 2.945795 
34.200000 -122.847200 87.000000 4.056300 6.933164 2.948927 
34.200000 -122.847200 88.000000 4.058300 6.947121 2.952892 
34.200000 -122.847200 89.000000 4.061600 6.963121 2.957455 
34.200000 -122.847200 90.000000 4.066800 6.982014 2.962866 
34.200000 -122.847200 91.000000 4.073300 7.003631 2.969090 
34.200000 -122.847200 92.000000 4.081500 7.027290 2.975940 
34.200000 -122.847200 93.000000 4.090900 7.053843 2.983677 
34.200000 -122.847200 94.000000 4.102000 7.082779 2.992166 
34.200000 -122.847200 95.000000 4.114700 7.114097 3.001423 
34.200000 -122.847200 96.000000 4.128600 7.147629 3.011411 
34.200000 -122.847200 97.000000 4.144200 7.183883 3.022300 
34.200000 -122.847200 98.000000 4.161200 7.222181 3.033905 
34.200000 -122.847200 99.000000 4.179600 7.262690 3.046293 
34.200000 -122.847200 100.000000 4.199300 7.305754 3.059588 
32.700000 -122.547200 0.000000 0.000000 1.500000 1.290000 
32.700000 -122.547200 1.000000 0.000000 5.890287 2.693554 
32.700000 -122.547200 2.000000 0.000000 6.032413 2.723646 
32.700000 -122.547200 3.000000 0.000000 6.229856 2.767872 
32.700000 -122.547200 4.000000 0.000000 6.448746 2.820267 
32.700000 -122.547200 5.000000 3.460600 6.671211 2.877183 
32.700000 -122.547200 6.000000 3.544100 6.889080 2.936499 
32.700000 -122.547200 7.000000 3.660100 7.095885 2.996031 
32.700000 -122.547200 8.000000 3.788700 7.286009 3.053476 
32.700000 -122.547200 9.000000 3.919400 7.456049 3.106994 
32.700000 -122.547200 10.000000 4.047400 7.602600 3.154693 
32.700000 -122.547200 11.000000 4.168900 7.725151 3.195667 
32.700000 -122.547200 12.000000 4.280600 7.823532 3.229256 
32.700000 -122.547200 13.000000 4.380500 7.899446 3.255587 
32.700000 -122.547200 14.000000 4.466600 7.955275 3.275178 
32.700000 -122.547200 15.000000 4.538600 7.993402 3.288665 
32.700000 -122.547200 16.000000 4.596400 8.017402 3.297199 
32.700000 -122.547200 17.000000 4.641000 8.029657 3.301571 
32.700000 -122.547200 18.000000 4.673800 8.032721 3.302665 
32.700000 -122.547200 19.000000 4.696200 8.029146 3.301388 
32.700000 -122.547200 20.000000 4.710300 8.020465 3.298291 
32.700000 -122.547200 21.000000 4.717500 8.009061 3.294230 
32.700000 -122.547200 22.000000 4.719300 7.995615 3.289451 
32.700000 -122.547200 23.000000 4.717200 7.981147 3.284320 
32.700000 -122.547200 24.000000 4.712100 7.966679 3.279203 
32.700000 -122.547200 25.000000 4.705400 7.952892 3.274338 
32.700000 -122.547200 26.000000 4.697500 7.939786 3.269724 
32.700000 -122.547200 27.000000 4.689000 7.927871 3.265538 
32.700000 -122.547200 28.000000 4.680500 7.916978 3.261719 
32.700000 -122.547200 29.000000 4.672400 7.907446 3.258383 
32.700000 -122.547200 30.000000 4.664700 7.898935 3.255409 
32.700000 -122.547200 31.000000 4.657700 7.891616 3.252855 
32.700000 -122.547200 32.000000 4.651300 7.885148 3.250601 
32.700000 -122.547200 33.000000 4.645700 7.879702 3.248705 
32.700000 -122.547200 34.000000 4.640700 7.874425 3.246869 
32.700000 -122.547200 35.000000 4.636400 7.870170 3.245390 
32.700000 -122.547200 36.000000 4.632600 7.866085 3.243972 
32.700000 -122.547200 37.000000 4.629400 7.861830 3.242495 
32.700000 -122.547200 38.000000 4.626300 7.857745 3.241079 
32.700000 -122.547200 39.000000 4.623800 7.853660 3.239663 
32.700000 -122.547200 40.000000 4.621400 7.849064 3.238072 
32.700000 -122.547200 41.000000 4.618900 7.844298 3.236423 
32.700000 -122.547200 42.000000 4.616500 7.838681 3.234482 
32.700000 -122.547200 43.000000 4.614100 7.833064 3.232542 
32.700000 -122.547200 44.000000 4.611400 7.826426 3.230253 
32.700000 -122.547200 45.000000 4.608600 7.818937 3.227673 
32.700000 -122.547200 46.000000 4.605300 7.811107 3.224980 
32.700000 -122.547200 47.000000 4.602000 7.801916 3.221823 
32.700000 -122.547200 48.000000 4.598100 7.792044 3.218439 
32.700000 -122.547200 49.000000 4.593700 7.781661 3.214886 
32.700000 -122.547200 50.000000 4.589100 7.770087 3.210933 
32.700000 -122.547200 51.000000 4.583700 7.757831 3.206757 
32.700000 -122.547200 52.000000 4.577900 7.744555 3.202243 
32.700000 -122.547200 53.000000 4.571800 7.730938 3.197626 
32.700000 -122.547200 54.000000 4.565000 7.716300 3.192675 
32.700000 -122.547200 55.000000 4.557800 7.700811 3.187452 
32.700000 -122.547200 56.000000 4.550000 7.684981 3.182130 
32.700000 -122.547200 57.000000 4.542000 7.668471 3.176596 
32.700000 -122.547200 58.000000 4.533400 7.651280 3.170852 
32.700000 -122.547200 59.000000 4.524300 7.633919 3.165072 
32.700000 -122.547200 60.000000 4.515000 7.616046 3.159141 
32.700000 -122.547200 61.000000 4.505300 7.597834 3.153120 
32.700000 -122.547200 62.000000 4.495200 7.579451 3.147064 
32.700000 -122.547200 63.000000 4.485000 7.561409 3.141142 
32.700000 -122.547200 64.000000 4.474500 7.542686 3.135020 
32.700000 -122.547200 65.000000 4.463800 7.524303 3.129031 
32.700000 -122.547200 66.000000 4.453000 7.506091 3.123120 
32.700000 -122.547200 67.000000 4.442400 7.487708 3.117177 
32.700000 -122.547200 68.000000 4.431400 7.470176 3.111530 
32.700000 -122.547200 69.000000 4.420600 7.452985 3.106012 
32.700000 -122.547200 70.000000 4.409900 7.435964 3.100569 
32.700000 -122.547200 71.000000 4.399100 7.419794 3.095417 
32.700000 -122.547200 72.000000 4.388800 7.404305 3.090498 
32.700000 -122.547200 73.000000 4.378700 7.389497 3.085811 
32.700000 -122.547200 74.000000 4.368700 7.375370 3.081353 
32.700000 -122.547200 75.000000 4.359200 7.362093 3.077176 
32.700000 -122.547200 76.000000 4.350100 7.350008 3.073385 
32.700000 -122.547200 77.000000 4.341400 7.338774 3.069870 
32.700000 -122.547200 78.000000 4.333100 7.328902 3.066788 
32.700000 -122.547200 79.000000 4.325300 7.320221 3.064083 
32.700000 -122.547200 80.000000 4.318200 7.312392 3.061649 
32.700000 -122.547200 81.000000 4.311600 7.306605 3.059852 
32.700000 -122.547200 82.000000 4.305800 7.301328 3.058216 
32.700000 -122.547200 83.000000 4.300700 7.298094 3.057214 
32.700000 -122.547200 84.000000 4.296100 7.296052 3.056581 
32.700000 -122.547200 85.000000 4.292700 7.295541 3.056423 
32.700000 -122.547200 86.000000 4.289600 7.297073 3.056897 
32.700000 -122.547200 87.000000 4.287700 7.299626 3.057688 
32.700000 -122.547200 88.000000 4.286500 7.304052 3.059060 
32.700000 -122.547200 89.000000 4.286200 7.310009 3.060909 
32.700000 -122.547200 90.000000 4.287100 7.317839 3.063342 
32.700000 -122.547200 91.000000 4.288600 7.327540 3.066363 
32.700000 -122.547200 92.000000 4.291200 7.338774 3.069870 
32.700000 -122.547200 93.000000 4.294700 7.351881 3.073972 
32.700000 -122.547200 94.000000 4.299300 7.367029 3.078728 
32.700000 -122.547200 95.000000 4.305000 7.383880 3.084037 
32.700000 -122.547200 96.000000 4.311600 7.402603 3.089958 
32.700000 -122.547200 97.000000 4.319300 7.423028 3.096446 
32.700000 -122.547200 98.000000 4.328200 7.445496 3.103615 
32.700000 -122.547200 99.000000 4.338100 7.469666 3.111365 
32.700000 -122.547200 100.000000 4.349100 7.496219 3.119926 
33.000000 -122.547200 0.000000 0.000000 1.500000 1.290000 
33.000000 -122.547200 1.000000 0.000000 6.048242 2.727087 
33.000000 -122.547200 2.000000 0.000000 6.137773 2.746891 
33.000000 -122.547200 3.000000 0.000000 6.265430 2.776145 
33.000000 -122.547200 4.000000 3.553400 6.419811 2.813136 
33.000000 -122.547200 5.000000 3.606000 6.591723 2.856422 
33.000000 -122.547200 6.000000 3.681000 6.773677 2.904641 
33.000000 -122.547200 7.000000 3.771700 6.956312 2.955511 
33.000000 -122.547200 8.000000 3.872700 7.130267 3.006229 
33.000000 -122.547200 9.000000 3.979600 7.288392 3.054212 
33.000000 -122.547200 10.000000 4.086900 7.426092 3.097422 
33.000000 -122.547200 11.000000 4.189100 7.541665 3.134686 
33.000000 -122.547200 12.000000 4.282000 7.634770 3.165355 
33.000000 -122.547200 13.000000 4.362900 7.707619 3.189746 
33.000000 -122.547200 14.000000 4.430800 7.762427 3.208322 
33.000000 -122.547200 15.000000 4.485500 7.802937 3.222174 
33.000000 -122.547200 16.000000 4.528300 7.831703 3.232073 
33.000000 -122.547200 17.000000 4.560500 7.851958 3.239074 
33.000000 -122.547200 18.000000 4.584300 7.865404 3.243735 
33.000000 -122.547200 19.000000 4.601200 7.875276 3.247165 
33.000000 -122.547200 20.000000 4.613100 7.882085 3.249534 
